x,y,y1
1.0,1.0,0.26309068570265337
1.3,0.5800000000000001,0.4785351215835454
1.6,0.5199999999999996,1.861214153021462
1.9000000000000001,0.8200000000000003,2.720907211620398
2.2,1.4800000000000004,0.21349220591533147
2.5,2.5,2.768156641672065
2.8000000000000003,3.8800000000000026,2.9978630063425022
3.1000000000000005,5.6200000000000045,6.805542095828919
3.4000000000000004,7.720000000000002,7.987096212435683
3.7,10.18,10.378531743783777
4.0,13.0,14.058533901468287
4.300000000000001,16.180000000000007,17.789749306574702
4.6000000000000005,19.720000000000006,18.961829256946224
4.9,23.620000000000008,22.286248625039846
5.200000000000001,27.880000000000013,27.950979609221996
5.500000000000001,32.500000000000014,30.522242944295876
5.800000000000001,37.48000000000001,36.16143883650823
6.1000000000000005,42.820000000000014,40.96261988240843
6.4,48.52000000000001,48.932560518722674
6.700000000000001,54.58000000000003,53.32782314116629
7.000000000000001,61.00000000000002,59.85140881542469
7.300000000000001,67.78000000000003,68.317567946833
7.600000000000001,74.92000000000003,74.69718662437788
7.900000000000001,82.42000000000003,80.83371684520364
8.200000000000001,90.28000000000004,88.74205527683966
8.5,98.5,98.49464488522135
8.8,107.08000000000001,105.74235945817742
9.100000000000001,116.02000000000005,115.24354594245295
9.400000000000002,125.32000000000008,126.19264158541554
9.700000000000001,134.98000000000002,134.32024513263136
10.000000000000002,145.00000000000006,145.01629787232835
10.3,155.38000000000002,154.52449967155647
10.600000000000001,166.12000000000006,166.10504949157573
10.900000000000002,177.22000000000008,176.2714032430084
